1.62924188169329E+018,-0.38,0.931,-9.544
1.62924188176814E+018,-0.296,0.852,-9.603
1.62924188184514E+018,-0.376,0.887,-9.591
1.62924188191774E+018,-0.347,0.926,-9.49
1.62924188199249E+018,-0.314,0.859,-9.559
1.62924188206771E+018,-0.337,0.87,-9.608
1.62924188214286E+018,-0.364,0.908,-9.531
1.62924188221749E+018,-0.345,0.911,-9.558
1.62924188229407E+018,-0.332,0.862,-9.6
1.62924188236728E+018,-0.364,0.892,-9.621
1.62924188244286E+018,-0.346,0.947,-9.546
1.62924188251801E+018,-0.368,0.919,-9.561
1.62924188259491E+018,-0.337,0.909,-9.608
1.62924188266777E+018,-0.384,0.953,-9.62
1.62924188274257E+018,-0.355,0.935,-9.536
1.62924188281793E+018,-0.346,0.884,-9.556
1.62924188289259E+018,-0.335,0.918,-9.624
1.62924188296746E+018,-0.352,0.954,-9.545
1.62924188304198E+018,-0.348,0.918,-9.562
1.62924188311684E+018,-0.316,0.872,-9.604
1.62924188319288E+018,-0.345,0.946,-9.58
1.62924188326802E+018,-0.337,0.937,-9.5
1.62924188334268E+018,-0.333,0.88,-9.573
1.62924188341747E+018,-0.332,0.904,-9.627
1.62924188349222E+018,-0.358,0.945,-9.557
1.62924188356815E+018,-0.367,0.917,-9.49
1.62924188364205E+018,-0.338,0.842,-9.603
1.62924188371723E+018,-0.328,0.85,-9.585
1.62924188379206E+018,-0.366,0.915,-9.5
1.62924188386805E+018,-0.39,0.971,-9.536
1.62924188394287E+018,-0.39,0.969,-9.554
1.62924188401836E+018,-0.372,1.006,-9.461
1.6292418840931E+018,-0.396,0.974,-9.497
1.62924188416724E+018,-0.344,0.971,-9.556
1.6292418842424E+018,-0.394,0.954,-9.547
1.62924188431717E+018,-0.353,0.968,-9.535
1.62924188439194E+018,-0.369,0.955,-9.539
1.62924188446688E+018,-0.345,0.959,-9.576
1.629241884542E+018,-0.384,0.958,-9.574
1.62924188461815E+018,-0.368,1.012,-9.57
1.6292418846943E+018,-0.346,0.929,-9.563
1.62924188476802E+018,-0.34,0.914,-9.618
1.62924188484317E+018,-0.344,0.931,-9.545
1.62924188491731E+018,-0.362,0.899,-9.517
1.62924188499459E+018,-0.335,0.898,-9.583
1.62924188506703E+018,-0.364,0.92,-9.586
1.62924188514212E+018,-0.342,0.937,-9.521
1.62924188521833E+018,-0.353,0.883,-9.566
1.62924188529444E+018,-0.338,0.913,-9.612
1.62924188536769E+018,-0.366,0.933,-9.557
1.62924188544404E+018,-0.353,0.935,-9.527
1.62924188551785E+018,-0.329,0.875,-9.582
1.6292418855933E+018,-0.375,0.903,-9.605
1.6292418856673E+018,-0.343,0.957,-9.502
1.62924188574234E+018,-0.364,0.925,-9.554
1.62924188581736E+018,-0.341,0.917,-9.598
1.62924188589304E+018,-0.374,0.947,-9.554
1.62924188596676E+018,-0.352,0.935,-9.546
1.62924188604419E+018,-0.328,0.907,-9.566
1.62924188611885E+018,-0.359,0.902,-9.593
1.62924188619343E+018,-0.353,0.917,-9.548
1.62924188626789E+018,-0.368,0.916,-9.552
1.62924188634331E+018,-0.337,0.903,-9.596
1.62924188641762E+018,-0.362,0.901,-9.611
1.62924188649293E+018,-0.354,0.937,-9.552
1.6292418865679E+018,-0.361,0.901,-9.574
1.62924188664394E+018,-0.357,0.918,-9.576
1.62924188671809E+018,-0.338,0.966,-9.538
1.62924188679467E+018,-0.377,0.922,-9.54
1.62924188686737E+018,-0.318,0.908,-9.611
1.62924188694355E+018,-0.355,0.935,-9.583
1.62924188701814E+018,-0.365,0.949,-9.505
