1.62924184571793E+018,-0.367,0.943,-9.572
1.62924184579248E+018,-0.344,0.921,-9.576
1.62924184586762E+018,-0.368,0.966,-9.59
1.62924184594248E+018,-0.394,0.962,-9.537
1.62924184601858E+018,-0.338,0.897,-9.551
1.62924184609384E+018,-0.331,0.894,-9.606
1.62924184616796E+018,-0.38,0.92,-9.547
1.62924184624329E+018,-0.331,0.947,-9.529
1.62924184631881E+018,-0.345,0.891,-9.575
1.62924184639407E+018,-0.32,0.901,-9.612
1.6292418464886E+018,-0.351,0.959,-9.537
1.62924184656698E+018,-0.364,0.932,-9.556
1.62924184664205E+018,-0.373,0.99,-9.539
1.62924184671723E+018,-0.376,0.932,-9.51
1.62924184679179E+018,-0.357,0.907,-9.575
1.62924184686688E+018,-0.335,0.959,-9.561
1.62924184694334E+018,-0.353,0.94,-9.515
1.62924184701848E+018,-0.324,0.913,-9.563
1.62924184709209E+018,-0.351,0.932,-9.593
1.62924184716691E+018,-0.357,0.954,-9.554
1.62924184724273E+018,-0.371,0.91,-9.529
1.62924184731766E+018,-0.333,0.911,-9.623
1.62924184739232E+018,-0.368,0.959,-9.546
1.62924184746657E+018,-0.335,0.958,-9.53
1.62924184754298E+018,-0.34,0.9,-9.568
1.62924184761744E+018,-0.344,0.93,-9.574
1.62924184769242E+018,-0.342,0.953,-9.548
1.62924184776778E+018,-0.37,0.927,-9.559
1.62924184784263E+018,-0.336,0.892,-9.614
1.62924184791695E+018,-0.368,0.916,-9.578
1.62924184799204E+018,-0.378,0.951,-9.534
1.62924184806689E+018,-0.359,0.901,-9.556
1.6292418481418E+018,-0.354,0.899,-9.616
1.62924184821732E+018,-0.34,0.976,-9.557
1.62924184829251E+018,-0.367,0.938,-9.496
1.62924184836764E+018,-0.329,0.885,-9.587
1.62924184844249E+018,-0.377,0.939,-9.605
1.62924184851776E+018,-0.348,0.944,-9.547
1.62924184859222E+018,-0.358,0.886,-9.565
1.6292418486678E+018,-0.342,0.9,-9.601
1.62924184874217E+018,-0.362,0.954,-9.55
1.62924184881696E+018,-0.38,0.944,-9.547
1.62924184889263E+018,-0.338,0.909,-9.581
1.62924184896819E+018,-0.326,0.915,-9.595
1.62924184904421E+018,-0.356,0.974,-9.557
1.62924184911806E+018,-0.376,0.931,-9.521
1.62924184919231E+018,-0.339,0.916,-9.604
1.62924184926733E+018,-0.377,0.958,-9.582
1.62924184934194E+018,-0.375,0.928,-9.521
1.62924184941714E+018,-0.356,0.926,-9.541
1.62924184949179E+018,-0.351,0.905,-9.574
1.62924184956837E+018,-0.366,0.958,-9.55
1.62924184964283E+018,-0.362,0.913,-9.528
1.62924184971892E+018,-0.33,0.911,-9.575
1.62924184979295E+018,-0.339,0.925,-9.603
1.62924184986782E+018,-0.371,0.968,-9.535
1.62924184994204E+018,-0.363,0.916,-9.565
1.62924185001733E+018,-0.323,0.936,-9.581
1.62924185009197E+018,-0.383,0.941,-9.542
1.62924185016686E+018,-0.334,0.928,-9.521
1.62924185024311E+018,-0.36,0.909,-9.609
1.62924185031675E+018,-0.355,0.904,-9.584
1.6292418503927E+018,-0.349,0.95,-9.563
1.62924185046736E+018,-0.359,0.923,-9.575
1.62924185054307E+018,-0.338,0.912,-9.607
1.62924185061729E+018,-0.384,0.944,-9.59
