1.62922914897009E+018,0.074493,-0.139003,0.310636,0.937355
1.62922914904497E+018,0.095745,-0.142063,0.302731,0.937553
1.62922914912099E+018,0.09503,-0.156335,0.300544,0.936057
1.62922914919304E+018,0.098054,-0.143986,0.301478,0.937425
1.62922914927084E+018,0.097074,-0.133154,0.298604,0.940044
1.629229149343E+018,0.092552,-0.124354,0.29556,0.942664
1.62922914941832E+018,0.092135,-0.116482,0.293718,0.944284
1.62922914949612E+018,0.090499,-0.107356,0.290535,0.946506
1.62922914956817E+018,0.087427,-0.09642,0.287156,0.949
1.62922914964454E+018,0.083526,-0.088194,0.285801,0.950559
1.62922914971997E+018,0.082644,-0.077407,0.284156,0.952068
1.62922914979955E+018,0.078567,-0.071676,0.282288,0.953417
1.62922914987216E+018,0.078326,-0.059382,0.281051,0.954646
1.62922914994344E+018,0.082528,-0.045723,0.28083,0.955109
1.6292291500188E+018,0.085329,-0.034471,0.280512,0.955429
1.62922915009461E+018,0.085573,-0.024875,0.279472,0.956009
1.62922915016829E+018,0.087219,-0.01574,0.278602,0.956309
1.62922915024309E+018,0.090341,-0.004114,0.276942,0.956622
1.62922915031879E+018,0.089405,0.001828,0.276068,0.956969
1.62922915039556E+018,0.091134,0.011877,0.275086,0.957017
1.62922915046852E+018,0.093556,0.024353,0.273492,0.957004
1.6292291505435E+018,0.098571,0.043473,0.270796,0.956589
1.62922915061816E+018,0.101149,0.061192,0.267889,0.95617
1.62922915069299E+018,0.104479,0.078119,0.264291,0.955579
1.62922915076872E+018,0.108134,0.094338,0.260053,0.954872
1.62922915084844E+018,0.111197,0.111668,0.25564,0.953842
1.62922915091956E+018,0.114602,0.128239,0.248934,0.953128
1.62922915099628E+018,0.121589,0.149609,0.239452,0.951576
1.62922915107109E+018,0.130884,0.17615,0.22605,0.949074
1.62922915114488E+018,0.134591,0.197514,0.214415,0.947048
1.62922915122481E+018,0.138868,0.219218,0.20234,0.944308
1.62922915129441E+018,0.143957,0.238568,0.18966,0.941483
1.6292291513706E+018,0.147742,0.252618,0.180813,0.938969
1.629229151449E+018,0.153319,0.266288,0.171184,0.936098
1.62922915152131E+018,0.163173,0.294058,0.155357,0.928853
1.62922915159693E+018,0.169406,0.315316,0.142955,0.922736
1.62922915166824E+018,0.175998,0.330792,0.132531,0.917626
1.62922915174929E+018,0.181855,0.346313,0.125028,0.911792
1.62922915182124E+018,0.188224,0.364685,0.11311,0.904866
1.62922915189356E+018,0.192306,0.384384,0.099083,0.897468
1.62922915196873E+018,0.200893,0.40507,0.083814,0.887995
1.62922915204404E+018,0.206093,0.422238,0.069232,0.880027
1.62922915212067E+018,0.211291,0.439414,0.05599,0.871285
1.62922915219234E+018,0.214133,0.455497,0.044027,0.862978
1.62922915227001E+018,0.213036,0.465094,0.037959,0.858407
1.62922915234391E+018,0.210623,0.47464,0.032042,0.854007
1.62922915241894E+018,0.205417,0.487953,0.026271,0.847948
1.62922915249322E+018,0.195675,0.501946,0.02494,0.842104
1.6292291525688E+018,0.175043,0.516274,0.032388,0.837718
1.62922915264308E+018,0.147871,0.516856,0.052207,0.841587
1.6292291527175E+018,0.125352,0.508071,0.071165,0.849168
1.62922915279276E+018,0.102986,0.496863,0.09044,0.856937
1.62922915286907E+018,0.084287,0.487559,0.106221,0.862496
1.62922915294473E+018,0.065928,0.478346,0.12055,0.867356
1.62922915302036E+018,0.05073,0.462821,0.136248,0.874448
1.62922915309496E+018,0.036645,0.444811,0.151234,0.882003
1.62922915316908E+018,0.024054,0.430999,0.164483,0.886909
1.62922915324434E+018,0.013209,0.421601,0.174315,0.889771
1.6292291533194E+018,0.002373,0.411555,0.183642,0.892689
1.62922915339281E+018,-0.009125,0.395469,0.194156,0.897678
1.62922915346894E+018,-0.022657,0.378783,0.205145,0.902178
1.62922915354336E+018,-0.035648,0.361078,0.216116,0.906447
1.62922915362414E+018,-0.049594,0.342025,0.226726,0.91058
1.62922915369397E+018,-0.060048,0.325591,0.233409,0.914279
1.62922915376833E+018,-0.067785,0.313004,0.238612,0.916787
1.62922915384391E+018,-0.076498,0.29684,0.244582,0.919899
1.62922915392008E+018,-0.083743,0.286538,0.248778,0.921408
1.62922915399865E+018,-0.091669,0.275948,0.252622,0.922839
1.62922915407056E+018,-0.096875,0.265799,0.254444,0.924783
1.62922915414476E+018,-0.101377,0.258426,0.255958,0.925972
